node_id,code,label,full_label,depth,ontology_description,llm_description,llm_model
http://example.org/competencies#GRNTI_29_31_47,29.31.47,Физиологическая оптика,Раздел: ФИЗИКА. Область: Оптика. Физиологическая оптика,3,Физиологическая оптика,"Физиологическая оптика — это раздел физики, входящий в область оптики и изучающий взаимодействие оптического излучения с биологическими тканями и зрительной системой. Ключевые термины включают зрительное восприятие (visual perception), оптические свойства глаза (optical properties of the eye), биофотонику (biophotonics), фототрансдукцию (phototransduction), сетчатку (retina), хрусталик (lens), роговицу (cornea), а также зрачковый рефлекс (pupillary reflex). В публикациях используются синонимы: биологическая оптика, оптика зрения, зрительная биофотоника. Типичными объектами исследования выступают глаз как оптическая система, фоторецепторы, а методами — офтальмоскопия, рефрактометрия, аберрометрия и моделирование распространения света в тканях. Прикладные области охватывают офтальмологию, разработку диагностических приборов для зрения и создание средств коррекции зрительных нарушений. В отличие от других разделов оптики, физиологическая оптика фокусируется на биологических аспектах взаимодействия света с живыми системами, а не на физических свойствах материалов или оптических приборах.",GigaChat-702B v6_optimized
http://example.org/competencies#GRNTI_29_33_01,29.33.01,Общие вопросы,Раздел: ФИЗИКА. Область: Лазерная физика. Общие вопросы,3,Общие вопросы,"Общие вопросы лазерной физики (Laser Physics) представляют собой фундаментальный раздел, охватывающий базовые понятия, принципы и терминологию, лежащие в основе всей области. В проектных текстах по данной теме регулярно встречаются такие ключевые термины, как лазерное излучение (laser radiation), оптическое усиление (optical amplification), квантовые переходы (quantum transitions), инверсия населённостей (population inversion), оптический резонатор (optical resonator), а также когерентность (coherence) и монохроматичность (monochromaticity). В литературе также используются синонимы: «общие основы лазерной физики», «фундаментальные аспекты квантовой оптики», «базовые принципы генерации лазерного излучения». К типичным методам и объектам исследования относятся теоретическое моделирование процессов усиления, анализ свойств оптических резонаторов и изучение механизмов формирования когерентного излучения. Прикладные области включают разработку новых типов лазеров, метрологию оптических параметров и создание основ для последующих нелинейно-оптических и спектроскопических применений. В отличие от соседних подразделов, данный концепт фокусируется на универсальных принципах и терминологии, не углубляясь в специфику отдельных методов управления излучением, нелинейных эффектов или прикладных задач.",GigaChat-702B v6_optimized
http://example.org/competencies#GRNTI_29_33_03,29.33.03,Основы лазерной физики,Раздел: ФИЗИКА. Область: Лазерная физика. Основы лазерной физики,3,Основы лазерной физики,"Основы лазерной физики — это фундаментальный раздел лазерной физики, изучающий физические принципы генерации, усиления и управления лазерным излучением. Ключевые термины области: лазерное излучение (laser radiation), оптическое усиление (optical amplification), инверсия населённостей (population inversion), резонатор (resonator), активная среда (active medium), когерентность (coherence), модуляция добротности (Q-switching), накачка (pumping). В публикациях также встречаются синонимы: физические основы лазеров, базовые принципы работы лазеров, фундаментальные аспекты лазерной генерации. Типичные методы исследования включают теоретическое моделирование процессов в активной среде, экспериментальное изучение режимов генерации и анализ спектральных характеристик излучения. Прикладные области охватывают разработку новых типов лазеров, создание источников когерентного излучения для метрологии и развитие элементной базы фотоники. В отличие от соседних направлений, данный концепт сосредоточен на фундаментальных физических механизмах, а не на конкретных устройствах, методах управления или воздействии излучения на вещество.",GigaChat-702B v6_optimized
http://example.org/competencies#GRNTI_29_33_15,29.33.15,Оптические квантовые генераторы и усилители (лазеры),Раздел: ФИЗИКА. Область: Лазерная физика. Оптические квантовые генераторы и усилители (лазеры),3,Оптические квантовые генераторы и усилители (лазеры),"Оптические квантовые генераторы и усилители (лазеры) представляют собой ключевой раздел лазерной физики, изучающий принципы работы и устройства источников когерентного оптического излучения. В рамках этой тематики центральными понятиями являются лазер (laser), активная среда (active medium), резонатор (resonator), накачка (pumping), генерация фотонов (photon generation) и усиление оптического сигнала (optical amplification). В публикациях также встречаются синонимы: квантовые генераторы оптического диапазона, оптические квантовые системы, лазерные усилители. Типичными объектами исследования выступают твердотельные, газовые, полупроводниковые и волоконные лазеры, а методы включают разработку схем накачки, моделирование процессов усиления и создание новых конфигураций резонаторов. Прикладные области охватывают оптическую связь, обработку материалов и метрологию. В отличие от соседних разделов, здесь акцент делается на конструкции и физических принципах работы лазеров и усилителей, а не на взаимодействии излучения с веществом или методах управления оптическим сигналом.",GigaChat-702B v6_optimized
http://example.org/competencies#GRNTI_29_33_17,29.33.17,Методы управления оптическим излучением,Раздел: ФИЗИКА. Область: Лазерная физика. Методы управления оптическим излучением,3,Методы управления оптическим излучением,"Методы управления оптическим излучением относятся к области лазерной физики и охватывают технологии, направленные на целенаправленное изменение параметров лазерного излучения. В рамках данной проблематики ключевыми терминами являются: модуляция (modulation), синхронизация мод (mode-locking), Q-переключение (Q-switching), формирование импульсов (pulse shaping), управление поляризацией (polarization control), а также амплитудное и фазовое управление (amplitude and phase control). В публикациях встречаются синонимы: контроль оптического излучения, управление параметрами лазерного света, манипуляция лазерным излучением. Типичными методами исследования выступают электрооптические и акустооптические модуляторы, методы фазовой модуляции, а также использование пространственных модуляторов света. Прикладные области включают оптическую связь, прецизионную обработку материалов и биомедицинскую диагностику. В отличие от соседних разделов, данный концепт фокусируется не на генерации или статистике излучения, а именно на целенаправленном изменении его характеристик для решения конкретных задач.",GigaChat-702B v6_optimized
http://example.org/competencies#GRNTI_29_33_18,29.33.18,Статистика лазерного излучения,Раздел: ФИЗИКА. Область: Лазерная физика. Статистика лазерного излучения,3,Статистика лазерного излучения,"Статистика лазерного излучения — это раздел лазерной физики, изучающий статистические свойства и флуктуации оптических полей, генерируемых лазерами. В рамках данной темы анализируются такие параметры, как когерентность (coherence), спектральная плотность (spectral density), распределение интенсивности (intensity distribution), фотонная статистика (photon statistics), корреляционные функции (correlation functions), а также явления, связанные с шумами и флуктуациями (noise and fluctuations). В публикациях встречаются синонимы: статистические характеристики лазерного света, квантовая статистика лазерного излучения, статистические свойства лазерных полей. Типичными методами исследования являются корреляционная спектроскопия, анализ фотонных распределений, измерение функции когерентности и численное моделирование случайных процессов в лазерных системах. Прикладные области включают оптическую связь, метрологию и квантовую оптику, где требуется учёт статистических свойств лазерного излучения для повышения точности и надёжности систем. В отличие от соседних разделов, фокус здесь — не на генерации или взаимодействии лазерного излучения, а именно на его статистических и квантовых характеристиках.",GigaChat-702B v6_optimized
http://example.org/competencies#GRNTI_29_33_25,29.33.25,Нелинейные оптические свойства сред,Раздел: ФИЗИКА. Область: Лазерная физика. Нелинейные оптические свойства сред,3,Нелинейные оптические свойства сред,"Нелинейные оптические свойства сред — это направление лазерной физики, изучающее поведение вещества при воздействии интенсивного оптического излучения, когда отклик среды становится нелинейным. В проектных текстах по данной теме обязательно встречаются такие термины, как нелинейная поляризация (nonlinear polarization), нелинейная восприимчивость (nonlinear susceptibility), керровская нелинейность (Kerr nonlinearity), самофокусировка (self-focusing), генерация гармоник (harmonic generation), фазовый синхронизм (phase matching), а также фотонные кристаллы (photonic crystals) и метаматериалы (metamaterials). В публикациях используются синонимы «нелинейная оптика», «нелинейные оптические эффекты» и «оптическая нелинейность». Типичные методы исследования включают спектроскопию нелинейного отклика, зондирование сверхкороткими лазерными импульсами и численное моделирование распространения волн в нелинейных средах. Прикладные области охватывают создание новых оптических материалов, разработку устройств для управления светом и технологии сверхбыстрой обработки информации. В отличие от соседних разделов, данный концепт фокусируется именно на фундаментальных свойствах и механизмах нелинейного взаимодействия света с веществом, а не на конкретных устройствах или методах управления излучением.",GigaChat-702B v6_optimized
http://example.org/competencies#GRNTI_29_33_27,29.33.27,Многоволновые взаимодействия,Раздел: ФИЗИКА. Область: Лазерная физика. Многоволновые взаимодействия,3,Многоволновые взаимодействия,"Многоволновые взаимодействия — это раздел лазерной физики, изучающий процессы, при которых несколько оптических волн (optical waves) одновременно воздействуют на среду, приводя к сложным нелинейным эффектам. В центре внимания находятся такие явления, как интерференция (interference), фазовая синхронизация (phase synchronization), генерация гармоник (harmonic generation), параметрическое усиление (parametric amplification) и кросс-модуляция (cross-modulation). В публикациях для этого концепта также используются синонимы «многочастотные взаимодействия» и «многомодовые нелинейные процессы». Типичными методами исследования являются спектроскопия многоволновых процессов, численное моделирование нелинейных волновых уравнений и экспериментальное наблюдение фазовых соотношений. Прикладные области включают разработку новых оптических материалов, создание сверхбыстрых лазеров и оптическую обработку информации. В отличие от смежных направлений, здесь акцент делается именно на совместном влиянии нескольких оптических волн, а не на свойствах отдельных волн или стандартных нелинейных эффектах.",GigaChat-702B v6_optimized
http://example.org/competencies#GRNTI_29_33_29,29.33.29,Преобразование частот методами нелинейной оптики,Раздел: ФИЗИКА. Область: Лазерная физика. Преобразование частот методами нелинейной оптики,3,Преобразование частот методами нелинейной оптики,"Преобразование частот методами нелинейной оптики — это раздел лазерной физики, изучающий процессы изменения частоты оптического излучения при его взаимодействии с нелинейной средой. В проектных текстах по данной теме обычно встречаются термины: нелинейная оптика (nonlinear optics), преобразование частоты (frequency conversion), генерация гармоник (harmonic generation), параметрическое усиление (parametric amplification), фазовый синхронизм (phase matching), нелинейные кристаллы (nonlinear crystals), а также смешение частот (frequency mixing) и удвоение частоты (frequency doubling). В публикациях для обозначения этого направления также используются синонимы: нелинейное преобразование частоты, генерация новых частот, а также смешение оптических частот. К типичным методам и объектам исследования относятся процессы генерации второй и третьей гармоник, параметрическая генерация света, а также использование нелинейных кристаллов для фазового согласования. Прикладные области включают создание источников когерентного излучения на новых длинах волн, спектроскопию высокого разрешения и разработку компонентов для оптических коммуникаций. В отличие от соседних направлений, здесь акцент делается именно на механизмах изменения частоты излучения, а не на управлении параметрами лазера или нелинейных свойствах среды в целом.",GigaChat-702B v6_optimized
http://example.org/competencies#GRNTI_29_33_35,29.33.35,Вынужденное рассеяние света,Раздел: ФИЗИКА. Область: Лазерная физика. Вынужденное рассеяние света,3,Вынужденное рассеяние света,"Вынужденное рассеяние света — это раздел лазерной физики, изучающий нелинейные процессы взаимодействия интенсивного оптического излучения с веществом, при которых происходит генерация рассеянных волн под действием внешнего поля. Ключевые термины области: вынужденное рассеяние (stimulated scattering), комбинационное рассеяние (Raman scattering), рассеяние Мандельштама — Бриллюэна (Mandelstam–Brillouin scattering), гиперкомбинационное рассеяние, стоксовы и антистоксовы компоненты, фазовая синхронизация, нелинейная восприимчивость (nonlinear susceptibility), спектральный сдвиг. В публикациях также встречаются синонимы: вынужденное нелинейное рассеяние, нелинейное рассеяние света, когерентное рассеяние. Типичными объектами исследования являются среды с высокой нелинейностью, а методы включают спектроскопию вынужденного рассеяния и анализ пороговых характеристик генерации. Прикладные области охватывают разработку оптических усилителей, создание источников когерентного излучения с перестраиваемой частотой и исследование нелинейных свойств материалов. В рамках лазерной физики этот концепт выделяется акцентом на когерентные нелинейные процессы рассеяния, в отличие от смежных тем, связанных с генерацией или управлением лазерным излучением.",GigaChat-702B v6_optimized
http://example.org/competencies#GRNTI_29_33_39,29.33.39,Оптические явления в волноводах и тонких пленках. Интегральные оптические схемы,Раздел: ФИЗИКА. Область: Лазерная физика. Оптические явления в волноводах и тонких пленках. Интегральные оптические схемы,3,Оптические явления в волноводах и тонких пленках. Интегральные оптические схемы,"Оптические явления в волноводах и тонких пленках. Интегральные оптические схемы — это раздел лазерной физики, изучающий распространение и управление светом в структурах с ограничением моды, таких как волноводы (waveguides) и тонкие плёнки (thin films), а также проектирование и функционирование интегральных оптических схем (integrated optical circuits). Ключевые термины области включают: волноводные моды (waveguide modes), фотонные кристаллы (photonic crystals), плазмонные структуры (plasmonic structures), модовая дисперсия (modal dispersion), оптические потери (optical losses), связь мод (mode coupling). В публикациях для данного концепта также используются синонимы «интегральная оптика», «планарные оптические схемы», а иногда — «волноводная фотоника». Типичные методы исследования — моделирование распространения света (beam propagation method), литография тонких плёнок, спектроскопия оптических потерь; объекты исследования — планарные и полосковые волноводы, кольцевые резонаторы. Прикладные области включают телекоммуникационные системы, сенсорику и биомедицинские устройства. В отличие от соседних разделов, здесь акцент делается не на генерации или нелинейных преобразованиях лазерного излучения, а на управляемом распространении и интеграции оптических сигналов в миниатюрных схемах.",GigaChat-702B v6_optimized
http://example.org/competencies#GRNTI_29_33_43,29.33.43,Распространение лазерного излучения,Раздел: ФИЗИКА. Область: Лазерная физика. Распространение лазерного излучения,3,Распространение лазерного излучения,"Распространение лазерного излучения — это раздел лазерной физики, изучающий процессы переноса и взаимодействия лазерных пучков с различными средами. Ключевые термины области: лазерный луч (laser beam), распространение (propagation), дифракция (diffraction), рассеяние (scattering), среда передачи (transmission medium), поглощение (absorption), фазовая модуляция (phase modulation), а также когерентность (coherence) и поляризация (polarization). В публикациях для этого концепта используются синонимы: «распространение оптического излучения», «перенос лазерного излучения», «лучевая оптика лазеров». Типичные методы исследования включают моделирование распространения в неоднородных средах, анализ дифракционных эффектов и измерение потерь на рассеяние. Прикладные области охватывают волоконно-оптические системы передачи данных, дистанционное зондирование атмосферы и лазерные измерительные технологии. В отличие от соседних тем, данный концепт сфокусирован именно на физике переноса лазерного излучения, а не на генерации, управлении параметрами или воздействии на вещество.",GigaChat-702B v6_optimized
http://example.org/competencies#GRNTI_29_33_47,29.33.47,Воздействие лазерного излучения на вещество,Раздел: ФИЗИКА. Область: Лазерная физика. Воздействие лазерного излучения на вещество,3,Воздействие лазерного излучения на вещество,"Воздействие лазерного излучения на вещество — это направление лазерной физики, изучающее процессы взаимодействия интенсивного оптического излучения с различными материалами. В проектных текстах по данной теме обязательно встречаются термины: лазерное излучение (laser radiation), вещество (matter), взаимодействие (interaction), оптические свойства (optical properties), нелинейные эффекты (nonlinear effects), фотоиндуцированные процессы (photoinduced processes), поглощение (absorption), рассеяние (scattering). В публикациях также используются синонимы: лазерно-индуцированные процессы в веществе, фотоэффекты при лазерном воздействии, взаимодействие света с веществом. Типичными методами исследования являются лазерная абляция (laser ablation), генерация плазмы (plasma generation), оптическая диагностика (optical diagnostics), а объектами — конденсированные среды, газы, биологические ткани. Прикладные области включают обработку материалов (material processing), биомедицину (biomedicine), разработку новых оптических материалов. В рамках лазерной физики данный концепт выделяется акцентом на физических механизмах преобразования энергии лазерного излучения в веществе, в отличие от соседних тем, связанных с генерацией, управлением или распространением лазерного излучения.",GigaChat-702B v6_optimized
http://example.org/competencies#GRNTI_29_33_49,29.33.49,Лазерная спектроскопия,Раздел: ФИЗИКА. Область: Лазерная физика. Лазерная спектроскопия,3,Лазерная спектроскопия,"Лазерная спектроскопия — это раздел лазерной физики, изучающий взаимодействие лазерного излучения с веществом для анализа спектральных характеристик и состава материалов. В рамках данного направления ключевыми понятиями являются спектр (spectrum), спектральная линия (spectral line), спектрометр (spectrometer), спектральная чувствительность (spectral sensitivity), а также спектральная аппаратура (spectral equipment) и спектральный анализ (spectral analysis). В публикациях встречаются синонимы «лазерный спектральный анализ», «спектроскопия с использованием лазеров» и «высокочувствительная спектроскопия». Типичными методами выступают абсорбционная и эмиссионная спектроскопия, а также методы, основанные на комбинационном рассеянии и флуоресценции. Основные прикладные области включают контроль состава веществ, мониторинг загрязнений окружающей среды и диагностику плазмы. В отличие от соседних разделов, лазерная спектроскопия сосредоточена именно на спектральных методах анализа с применением лазеров, а не на генерации, управлении или нелинейных эффектах излучения.",GigaChat-702B v6_optimized
http://example.org/competencies#GRNTI_29_33_51,29.33.51,Физические основы применения лазеров,Раздел: ФИЗИКА. Область: Лазерная физика. Физические основы применения лазеров,3,Физические основы применения лазеров,"Физические основы применения лазеров — это раздел лазерной физики, изучающий фундаментальные принципы взаимодействия лазерного излучения с веществом и методы управления оптическими процессами для практических задач. В проектных текстах по данной теме обязательно встречаются такие термины, как лазерное излучение (laser radiation), взаимодействие света с веществом (light-matter interaction), оптические переходы (optical transitions), инверсия населённостей (population inversion), фотонные структуры (photonic structures), когерентность (coherence) и нелинейная оптика (nonlinear optics). В публикациях также используются синонимы: основы лазерных применений, физические принципы лазерных технологий, фундаментальные аспекты лазерных приложений. Типичными методами исследования являются моделирование взаимодействия излучения с веществом, разработка схем оптической накачки, анализ когерентных эффектов и исследование нелинейных оптических сред. Прикладные области включают оптическую обработку материалов, биомедицинские технологии и оптическую связь. Данный концепт отличается от соседних тем, что фокусируется именно на базовых физических механизмах, лежащих в основе лазерных применений, а не на конструкции лазеров, методах управления излучением или специфике воздействия на вещество.",GigaChat-702B v6_optimized
http://example.org/competencies#GRNTI_29_35_01,29.35.01,Общие вопросы,Раздел: ФИЗИКА. Область: Радиофизика. Физические основы электроники. Общие вопросы,3,Общие вопросы,"Общие вопросы охватывают фундаментальные аспекты радиофизики и физических основ электроники, формируя концептуальную основу для всей области. В рамках этого направления рассматриваются такие ключевые понятия, как электромагнитное поле (electromagnetic field), волновые процессы (wave phenomena), взаимодействие излучения с веществом (radiation-matter interaction), электронные и ионные процессы (electronic and ionic processes), а также базовые принципы работы радиотехнических систем (radio engineering systems). В публикациях часто используются синонимы: «фундаментальные основы радиофизики», «базовые вопросы электроники», «общие принципы радиофизики». Типичными методами исследования выступают теоретическое моделирование (theoretical modeling), экспериментальные методы радиофизики (experimental radio physics methods) и анализ волновых процессов (wave process analysis). Прикладные области включают развитие радиотехнических устройств (radio engineering devices), основы телекоммуникационных систем (telecommunication systems) и элементную базу электроники (electronics components). Этот концепт отличается от соседних тем, что не углубляется в специфические явления или прикладные задачи, а формирует общий теоретический и методологический фундамент для всей области радиофизики и электроники.",GigaChat-702B v6_optimized
http://example.org/competencies#GRNTI_29_35_03,29.35.03,Нелинейные колебания и волны,Раздел: ФИЗИКА. Область: Радиофизика. Физические основы электроники. Нелинейные колебания и волны,3,Нелинейные колебания и волны,"Нелинейные колебания и волны изучают процессы, в которых амплитуда или частота колебаний существенно изменяются из-за нелинейных свойств среды или системы, что отличает этот раздел от других направлений радиофизики. Ключевые термины включают нелинейные волны (nonlinear waves), солитоны (solitons), автоколебания (self-oscillations), хаотические колебания (chaotic oscillations), дисперсия (dispersion), фазовые траектории (phase trajectories), а также резонанс (resonance) и модуляционная неустойчивость (modulation instability). В публикациях встречаются синонимы: нелинейная динамика, теория нелинейных волн, нелинейная колебательная физика. Типичными методами исследования являются численное моделирование нелинейных уравнений, анализ фазового пространства и экспериментальное наблюдение автоволновых процессов. Прикладные области охватывают телекоммуникационные системы, обработку сигналов и моделирование сложных физических сред. В отличие от соседних разделов, данный концепт фокусируется именно на нелинейных эффектах в волновых и колебательных процессах, а не на линейных или квантовых аспектах радиофизики.",GigaChat-702B v6_optimized
http://example.org/competencies#GRNTI_29_35_15,29.35.15,Квантовая радиофизика,Раздел: ФИЗИКА. Область: Радиофизика. Физические основы электроники. Квантовая радиофизика,3,Квантовая радиофизика,"Квантовая радиофизика — это раздел физики, изучающий взаимодействие электромагнитного излучения с веществом на квантовом уровне в радиочастотном диапазоне. Ключевые понятия включают квантовые переходы (quantum transitions), когерентное излучение (coherent radiation), мазеры (masers), квантовые генераторы и усилители (quantum generators and amplifiers), а также явления спонтанного и вынужденного излучения (spontaneous and stimulated emission). В литературе встречаются синонимы: квантовая электроника (quantum electronics), квантовая микроволновая физика (quantum microwave physics). Типичными методами исследования являются спектроскопия квантовых переходов, анализ шумовых характеристик квантовых усилителей и моделирование взаимодействия излучения с ансамблями атомов или молекул. Прикладные области охватывают разработку высокочувствительных приёмников, стандарты частоты и времени, а также элементы квантовой связи. В отличие от смежных направлений, квантовая радиофизика фокусируется именно на квантовых эффектах в радиочастотных процессах, а не на классических или оптических явлениях.",GigaChat-702B v6_optimized
http://example.org/competencies#GRNTI_29_35_17,29.35.17,Статистическая радиофизика,Раздел: ФИЗИКА. Область: Радиофизика. Физические основы электроники. Статистическая радиофизика,3,Статистическая радиофизика,"Статистическая радиофизика — это раздел радиофизики, изучающий случайные процессы и явления в радиоволновом диапазоне. В центре внимания находятся статистические характеристики сигналов, такие как флуктуации, шумы (noise), корреляционные функции, спектральная плотность, а также методы анализа случайных процессов (random processes) и стохастическое моделирование (stochastic modeling). В публикациях для обозначения данной области также используются термины «стохастическая радиофизика», «радиофизика случайных сигналов» и «статистическая обработка радиосигналов». Типичными объектами исследования выступают радиолокационные и радиокоммуникационные сигналы, а методы включают статистический анализ, синтез фильтров и вероятностное моделирование. Прикладные области охватывают радиолокацию, беспроводную связь и обработку изображений. В отличие от соседних направлений, статистическая радиофизика фокусируется именно на вероятностных и статистических аспектах радиосигналов, а не на их нелинейных свойствах, квантовых эффектах или электродинамических характеристиках.",GigaChat-702B v6_optimized
